snapshot_date,period_month,item_key_sk_1,item_key_sk_2,item_name_preferred_1,item_name_preferred_2,item_category_1,item_category_2,orders_together,support,confidence_1_to_2,confidence_2_to_1,lift
2026-03-13,2023-04-01,23e3075fdbee7963c3029fa90c283c69,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Lorenz Naturals Rosemary Crisps, 95 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",8,0.0011967090501121915,0.06666666666666667,0.01593625498007968,0.8877822045152723
2026-03-13,2023-04-01,327e2ea4fcb825bcaefcd1d4bdb85232,32d5bcbac413cdbb8151fab40bccebe2,"Pringles Sour Cream & Onion Chips, 165 g","Lay's Salt & Vinegar Crisps, 150 g",Crisp & Snacks,Crisp & Snacks,28,0.004188481675392671,0.23140495867768596,0.2,11.049586776859504
2026-03-13,2023-04-01,327e2ea4fcb825bcaefcd1d4bdb85232,9aefdd3b1039342516c1f9a779606b38,"Pringles Sour Cream & Onion Chips, 165 g","Crunchips Cheese & Onion Crisps, 150 g",Crisp & Snacks,Crisp & Snacks,51,0.00762902019446522,0.4214876033057851,0.4396551724137931,24.29003989740667
2026-03-13,2023-04-01,327e2ea4fcb825bcaefcd1d4bdb85232,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Pringles Sour Cream & Onion Chips, 165 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",11,0.0016454749439042632,0.09090909090909091,0.021912350597609563,1.2106120970662804
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,531e57eb628aafffae83de87e8a77259,"Reese’s Peanut Butter Cup Minis, 90 g","Veganz Chocolate Cookie, Organic, 150 g",Chocolate,Cookies,7,0.0010471204188481676,0.16666666666666666,0.175,27.854166666666664
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,684422c7ee096676b7ccbea457e903db,"Reese’s Peanut Butter Cup Minis, 90 g","Griesson Soft Cake biscuits, cherry, 300 g",Chocolate,Cookies,7,0.0010471204188481676,0.16666666666666666,0.25,39.79166666666666
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,8ea000fea777e44213cf112cdba4a9ca,"Reese’s Peanut Butter Cup Minis, 90 g","Hanuta Hazelnut Slice, (10x22 g), 220 g",Chocolate,Chocolate,8,0.0011967090501121915,0.19047619047619047,0.11428571428571428,18.19047619047619
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,9c0ec40485b5dbaa470c56af1414766f,"Reese’s Peanut Butter Cup Minis, 90 g","Ritter Sport Honey-Salt-Almond Chocolate, 100 g",Chocolate,Chocolate,5,7.479431563201197E-4,0.11904761904761904,0.06329113924050633,10.073839662447256
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,a3806fd23a15f2b63d29611829f45705,"Reese’s Peanut Butter Cup Minis, 90 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,21,0.0031413612565445027,0.5,0.010355029585798817,1.6481755424063116
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,d782f40e90edafe11ce5440e3040a92b,"Reese’s Peanut Butter Cup Minis, 90 g","Alnavit Chocolate Cookies, 125 g",Chocolate,Cookies,7,0.0010471204188481676,0.16666666666666666,0.08536585365853659,13.58739837398374
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,d9eb97d68f2e1b7025d8fa63cd5d677d,"Reese’s Peanut Butter Cup Minis, 90 g","Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g",Chocolate,Chocolate,8,0.0011967090501121915,0.19047619047619047,0.04678362573099415,7.446393762183235
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,ef35c231b1d37f3469fcb56dbf080379,"Reese’s Peanut Butter Cup Minis, 90 g","Veganz Lemon Cookie, Organic, 150 g",Chocolate,Cookies,7,0.0010471204188481676,0.16666666666666666,0.12727272727272726,20.257575757575754
2026-03-13,2023-04-01,32a879d736368752ae88e5257b80f8ea,f1010d6ec41f6867640237ec98b87de5,"Reese’s Peanut Butter Cup Minis, 90 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Chocolate,Chocolate,7,0.0010471204188481676,0.16666666666666666,0.06542056074766354,10.412772585669781
2026-03-13,2023-04-01,32d5bcbac413cdbb8151fab40bccebe2,73564c12b0bb512fd69348d87c81a352,"Lay's Salt & Vinegar Crisps, 150 g","Chio Dip Hot Cheese, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",14,0.0020942408376963353,0.1,0.11764705882352941,5.61764705882353
2026-03-13,2023-04-01,32d5bcbac413cdbb8151fab40bccebe2,9aefdd3b1039342516c1f9a779606b38,"Lay's Salt & Vinegar Crisps, 150 g","Crunchips Cheese & Onion Crisps, 150 g",Crisp & Snacks,Crisp & Snacks,28,0.004188481675392671,0.2,0.2413793103448276,11.525862068965518
2026-03-13,2023-04-01,32d5bcbac413cdbb8151fab40bccebe2,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Lay's Salt & Vinegar Crisps, 150 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",22,0.0032909498878085264,0.15714285714285714,0.043824701195219126,2.0926294820717133
2026-03-13,2023-04-01,37165dad9e53f2c73a9d8c56045d5c21,4accb1b8337e39ab3440ee0ecdb7b895,"Knoppers Crispy Wafer, (8x25 g), 200 g","Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g",Chocolate,Chocolate,5,7.479431563201197E-4,0.0625,0.07462686567164178,6.236007462686567
2026-03-13,2023-04-01,37165dad9e53f2c73a9d8c56045d5c21,a3806fd23a15f2b63d29611829f45705,"Knoppers Crispy Wafer, (8x25 g), 200 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,30,0.004487658937920718,0.375,0.014792899408284023,1.2361316568047338
2026-03-13,2023-04-01,3b3b9a77328c8dde5bc41892d84f9dd3,4accb1b8337e39ab3440ee0ecdb7b895,"Ritter Sport Nut Class Whole Nut Chocolate, 100 g","Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g",Chocolate,Chocolate,5,7.479431563201197E-4,0.06944444444444445,0.07462686567164178,6.928897180762853
2026-03-13,2023-04-01,3b3b9a77328c8dde5bc41892d84f9dd3,a3806fd23a15f2b63d29611829f45705,"Ritter Sport Nut Class Whole Nut Chocolate, 100 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,16,0.002393418100224383,0.2222222222222222,0.007889546351084813,0.732522463291694
2026-03-13,2023-04-01,3b3b9a77328c8dde5bc41892d84f9dd3,c3003f264ea06d2c2cb637cbdebf3a02,"Ritter Sport Nut Class Whole Nut Chocolate, 100 g","Storck Riesen Chocolate Toffees, 231 g",Chocolate,"Toffee, Fudge & Nougat",6,8.975317875841437E-4,0.08333333333333333,0.3157894736842105,29.320175438596486
2026-03-13,2023-04-01,4accb1b8337e39ab3440ee0ecdb7b895,a3806fd23a15f2b63d29611829f45705,"Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,24,0.0035901271503365746,0.3582089552238806,0.011834319526627219,1.1807824781418352
2026-03-13,2023-04-01,4accb1b8337e39ab3440ee0ecdb7b895,c3003f264ea06d2c2cb637cbdebf3a02,"Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g","Storck Riesen Chocolate Toffees, 231 g",Chocolate,"Toffee, Fudge & Nougat",5,7.479431563201197E-4,0.07462686567164178,0.2631578947368421,26.25687352710133
2026-03-13,2023-04-01,50ab7614f0d675a1ce5e3585aaddf68e,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Lay's Crips herb butter flavour, 150 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",9,0.0013462976813762154,0.06716417910447761,0.017928286852589643,0.8944074448474758
2026-03-13,2023-04-01,531e57eb628aafffae83de87e8a77259,684422c7ee096676b7ccbea457e903db,"Veganz Chocolate Cookie, Organic, 150 g","Griesson Soft Cake biscuits, cherry, 300 g",Cookies,Cookies,8,0.0011967090501121915,0.2,0.2857142857142857,47.75
2026-03-13,2023-04-01,531e57eb628aafffae83de87e8a77259,8ea000fea777e44213cf112cdba4a9ca,"Veganz Chocolate Cookie, Organic, 150 g","Hanuta Hazelnut Slice, (10x22 g), 220 g",Cookies,Chocolate,7,0.0010471204188481676,0.175,0.1,16.7125
2026-03-13,2023-04-01,531e57eb628aafffae83de87e8a77259,a3806fd23a15f2b63d29611829f45705,"Veganz Chocolate Cookie, Organic, 150 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,11,0.0016454749439042632,0.275,0.005424063116370809,0.9064965483234715
2026-03-13,2023-04-01,531e57eb628aafffae83de87e8a77259,d782f40e90edafe11ce5440e3040a92b,"Veganz Chocolate Cookie, Organic, 150 g","Alnavit Chocolate Cookies, 125 g",Cookies,Cookies,9,0.0013462976813762154,0.225,0.10975609756097561,18.34298780487805
2026-03-13,2023-04-01,531e57eb628aafffae83de87e8a77259,d9eb97d68f2e1b7025d8fa63cd5d677d,"Veganz Chocolate Cookie, Organic, 150 g","Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g",Cookies,Chocolate,7,0.0010471204188481676,0.175,0.04093567251461988,6.841374269005847
2026-03-13,2023-04-01,531e57eb628aafffae83de87e8a77259,ef35c231b1d37f3469fcb56dbf080379,"Veganz Chocolate Cookie, Organic, 150 g","Veganz Lemon Cookie, Organic, 150 g",Cookies,Cookies,8,0.0011967090501121915,0.2,0.14545454545454545,24.30909090909091
2026-03-13,2023-04-01,531e57eb628aafffae83de87e8a77259,f1010d6ec41f6867640237ec98b87de5,"Veganz Chocolate Cookie, Organic, 150 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Cookies,Chocolate,7,0.0010471204188481676,0.175,0.06542056074766354,10.93341121495327
2026-03-13,2023-04-01,6585eca511f9a50564c75a1cdad39f11,a3806fd23a15f2b63d29611829f45705,"Ritter Sport Chocolate Wafer, 100 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,25,0.0037397157816005983,0.36231884057971014,0.01232741617357002,1.1943301031929794
2026-03-13,2023-04-01,684422c7ee096676b7ccbea457e903db,8ea000fea777e44213cf112cdba4a9ca,"Griesson Soft Cake biscuits, cherry, 300 g","Hanuta Hazelnut Slice, (10x22 g), 220 g",Cookies,Chocolate,7,0.0010471204188481676,0.25,0.1,23.875
2026-03-13,2023-04-01,684422c7ee096676b7ccbea457e903db,a3806fd23a15f2b63d29611829f45705,"Griesson Soft Cake biscuits, cherry, 300 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,13,0.0019446522064323112,0.4642857142857143,0.00641025641025641,1.530448717948718
2026-03-13,2023-04-01,684422c7ee096676b7ccbea457e903db,d782f40e90edafe11ce5440e3040a92b,"Griesson Soft Cake biscuits, cherry, 300 g","Alnavit Chocolate Cookies, 125 g",Cookies,Cookies,7,0.0010471204188481676,0.25,0.08536585365853659,20.38109756097561
2026-03-13,2023-04-01,684422c7ee096676b7ccbea457e903db,d9eb97d68f2e1b7025d8fa63cd5d677d,"Griesson Soft Cake biscuits, cherry, 300 g","Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g",Cookies,Chocolate,8,0.0011967090501121915,0.2857142857142857,0.04678362573099415,11.169590643274853
2026-03-13,2023-04-01,684422c7ee096676b7ccbea457e903db,ef35c231b1d37f3469fcb56dbf080379,"Griesson Soft Cake biscuits, cherry, 300 g","Veganz Lemon Cookie, Organic, 150 g",Cookies,Cookies,7,0.0010471204188481676,0.25,0.12727272727272726,30.386363636363637
2026-03-13,2023-04-01,684422c7ee096676b7ccbea457e903db,f1010d6ec41f6867640237ec98b87de5,"Griesson Soft Cake biscuits, cherry, 300 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Cookies,Chocolate,8,0.0011967090501121915,0.2857142857142857,0.07476635514018691,17.850467289719624
2026-03-13,2023-04-01,6ff49dc4ff8f064bf60a6881a23b9afb,73564c12b0bb512fd69348d87c81a352,"Chio Tortillas Original Salted, 110 g","Chio Dip Hot Cheese, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",5,7.479431563201197E-4,0.053763440860215055,0.04201680672268908,3.0202403542061984
2026-03-13,2023-04-01,6ff49dc4ff8f064bf60a6881a23b9afb,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Chio Tortillas Original Salted, 110 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",12,0.0017950635751682873,0.12903225806451613,0.02390438247011952,1.7182881377714947
2026-03-13,2023-04-01,73564c12b0bb512fd69348d87c81a352,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Chio Dip Hot Cheese, 200 ml","Fuego salsa dip, mild, 200 ml","Cheese Crackers, Breadsticks & Dipping","Cheese Crackers, Breadsticks & Dipping",21,0.0031413612565445027,0.17647058823529413,0.04183266932270916,2.3500117178345445
2026-03-13,2023-04-01,74644afbb4188e6e950479ca1b0d2b03,dd216534bd149e9779fd414589ac51eb,"Funny-Frisch Kettle Chips Salt & Vinegar, 120 g",Crunchips Western Style Potato Chips 150 g,Crisp & Snacks,Crisp & Snacks,5,7.479431563201197E-4,0.032467532467532464,0.043859649122807015,1.903907496012759
2026-03-13,2023-04-01,74644afbb4188e6e950479ca1b0d2b03,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Funny-Frisch Kettle Chips Salt & Vinegar, 120 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",13,0.0019446522064323112,0.08441558441558442,0.025896414342629483,1.124139804418689
2026-03-13,2023-04-01,8ea000fea777e44213cf112cdba4a9ca,a3806fd23a15f2b63d29611829f45705,"Hanuta Hazelnut Slice, (10x22 g), 220 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,33,0.00493642483171279,0.4714285714285714,0.016272189349112426,1.5539940828402368
2026-03-13,2023-04-01,8ea000fea777e44213cf112cdba4a9ca,d782f40e90edafe11ce5440e3040a92b,"Hanuta Hazelnut Slice, (10x22 g), 220 g","Alnavit Chocolate Cookies, 125 g",Chocolate,Cookies,10,0.0014958863126402393,0.14285714285714285,0.12195121951219512,11.646341463414634
2026-03-13,2023-04-01,8ea000fea777e44213cf112cdba4a9ca,d9eb97d68f2e1b7025d8fa63cd5d677d,"Hanuta Hazelnut Slice, (10x22 g), 220 g","Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g",Chocolate,Chocolate,10,0.0014958863126402393,0.14285714285714285,0.05847953216374269,5.584795321637427
2026-03-13,2023-04-01,8ea000fea777e44213cf112cdba4a9ca,ef35c231b1d37f3469fcb56dbf080379,"Hanuta Hazelnut Slice, (10x22 g), 220 g","Veganz Lemon Cookie, Organic, 150 g",Chocolate,Cookies,8,0.0011967090501121915,0.11428571428571428,0.14545454545454545,13.89090909090909
2026-03-13,2023-04-01,8ea000fea777e44213cf112cdba4a9ca,f1010d6ec41f6867640237ec98b87de5,"Hanuta Hazelnut Slice, (10x22 g), 220 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Chocolate,Chocolate,10,0.0014958863126402393,0.14285714285714285,0.09345794392523364,8.925233644859812
2026-03-13,2023-04-01,8eafef6d5c9df738edada0de2643e245,a3806fd23a15f2b63d29611829f45705,"Griesson Soft Cake biscuits, orange milk, 300 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,8,0.0011967090501121915,0.36363636363636365,0.0039447731755424065,1.1986731217500448
2026-03-13,2023-04-01,9a861b1bfff910626cc3e2a187514310,a3806fd23a15f2b63d29611829f45705,"Kinder Hippo Haselnuss, 5 Stück","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,11,0.0016454749439042632,0.18032786885245902,0.005424063116370809,0.5944239661137518
2026-03-13,2023-04-01,9aefdd3b1039342516c1f9a779606b38,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Crunchips Cheese & Onion Crisps, 150 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",5,7.479431563201197E-4,0.04310344827586207,0.0099601593625498,0.5739971149883226
2026-03-13,2023-04-01,9c0ec40485b5dbaa470c56af1414766f,a3806fd23a15f2b63d29611829f45705,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,29,0.004338070306656694,0.3670886075949367,0.014299802761341223,1.210052929867925
2026-03-13,2023-04-01,9c0ec40485b5dbaa470c56af1414766f,be05d49218959bd5715a259f53a01050,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g","Yogurette Strawberry Yogurt Chocolate, 100 g",Chocolate,Chocolate,6,8.975317875841437E-4,0.0759493670886076,0.057692307692307696,4.881937682570594
2026-03-13,2023-04-01,9c17a86b480f44df78ca14aa93eaf3d6,a3806fd23a15f2b63d29611829f45705,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,25,0.0037397157816005983,0.29411764705882354,0.01232741617357002,0.9695150249448893
2026-03-13,2023-04-01,9c17a86b480f44df78ca14aa93eaf3d6,d9eb97d68f2e1b7025d8fa63cd5d677d,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g","Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g",Chocolate,Chocolate,6,8.975317875841437E-4,0.07058823529411765,0.03508771929824561,2.759545923632611
2026-03-13,2023-04-01,9c17a86b480f44df78ca14aa93eaf3d6,f1010d6ec41f6867640237ec98b87de5,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Chocolate,Chocolate,7,0.0010471204188481676,0.08235294117647059,0.06542056074766354,5.145134689389774
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,a5fd81c72c07611f35fce22949e96387,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Griesson Soft Cake Orange, 300 g",Other Confectionary,Cookies,6,8.975317875841437E-4,0.0029585798816568047,0.13333333333333333,0.4395134779750164
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,b290e64770d84b9a459cf67d1ec660dc,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Cadbury Milk Caramel Chocolate, 180 g",Other Confectionary,Chocolate,22,0.0032909498878085264,0.010848126232741617,0.3548387096774194,1.1696729655786728
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,b8001061a7720489a381fcb8807fa29f,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ferrero Nutella Nut Nougat Cream, 450 g",Other Confectionary,Chocolate & Sweet Spreads,8,0.0011967090501121915,0.0039447731755424065,0.18604651162790697,0.6132746204302555
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,bdd8cad9c8bc2a06af9075c7db51fb58,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Tony’s Chocolonely Milk Chocolate, 32%, 180 g",Other Confectionary,Chocolate,17,0.0025430067314884067,0.008382642998027613,0.2786885245901639,0.9186552203576163
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,be05d49218959bd5715a259f53a01050,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Yogurette Strawberry Yogurt Chocolate, 100 g",Other Confectionary,Chocolate,39,0.0058339566192969336,0.019230769230769232,0.375,1.2361316568047338
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,c3003f264ea06d2c2cb637cbdebf3a02,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Storck Riesen Chocolate Toffees, 231 g",Other Confectionary,"Toffee, Fudge & Nougat",9,0.0013462976813762154,0.004437869822485207,0.47368421052631576,1.561429461227032
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,d782f40e90edafe11ce5440e3040a92b,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Alnavit Chocolate Cookies, 125 g",Other Confectionary,Cookies,31,0.004637247569184742,0.015285996055226824,0.3780487804878049,1.246181507673065
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,d9eb97d68f2e1b7025d8fa63cd5d677d,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g",Other Confectionary,Chocolate,51,0.00762902019446522,0.02514792899408284,0.2982456140350877,0.9831222533651683
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,ec4310b3ac3c141ffda444a5d4e8fd1c,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ferrero Nutella Nut Nougat Cream, 750 g",Other Confectionary,Chocolate & Sweet Spreads,16,0.002393418100224383,0.007889546351084813,0.47058823529411764,1.551224039911823
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,ef22bcba6a83ba84b2858b9789b80c9e,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ritter Sport Chocolate White Whole Nut, 100 g",Other Confectionary,Chocolate,9,0.0013462976813762154,0.004437869822485207,0.16363636363636364,0.5394029047875202
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,ef35c231b1d37f3469fcb56dbf080379,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Veganz Lemon Cookie, Organic, 150 g",Other Confectionary,Cookies,18,0.002692595362752431,0.008875739644970414,0.32727272727272727,1.0788058095750404
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,f1010d6ec41f6867640237ec98b87de5,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Other Confectionary,Chocolate,41,0.006133133881824981,0.02021696252465483,0.38317757009345793,1.263087798853435
2026-03-13,2023-04-01,a3806fd23a15f2b63d29611829f45705,fd3e60a7b8b3e7f2b91acb6dd689d888,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Nippon Häppchen puffed rice with milk chocolate, 200 g",Other Confectionary,Cookies,19,0.002842183994016455,0.009368836291913214,0.2235294117647059,0.7368314189581158
2026-03-13,2023-04-01,bdd8cad9c8bc2a06af9075c7db51fb58,be05d49218959bd5715a259f53a01050,"Tony’s Chocolonely Milk Chocolate, 32%, 180 g","Yogurette Strawberry Yogurt Chocolate, 100 g",Chocolate,Chocolate,5,7.479431563201197E-4,0.08196721311475409,0.04807692307692308,5.268757881462799
2026-03-13,2023-04-01,d782f40e90edafe11ce5440e3040a92b,d9eb97d68f2e1b7025d8fa63cd5d677d,"Alnavit Chocolate Cookies, 125 g","Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g",Cookies,Chocolate,12,0.0017950635751682873,0.14634146341463414,0.07017543859649122,5.721009841677364
2026-03-13,2023-04-01,d782f40e90edafe11ce5440e3040a92b,ef35c231b1d37f3469fcb56dbf080379,"Alnavit Chocolate Cookies, 125 g","Veganz Lemon Cookie, Organic, 150 g",Cookies,Cookies,7,0.0010471204188481676,0.08536585365853659,0.12727272727272726,10.375831485587584
2026-03-13,2023-04-01,d782f40e90edafe11ce5440e3040a92b,f1010d6ec41f6867640237ec98b87de5,"Alnavit Chocolate Cookies, 125 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Cookies,Chocolate,10,0.0014958863126402393,0.12195121951219512,0.09345794392523364,7.619101891953498
2026-03-13,2023-04-01,d904890a3aaf5840a256b291c39263b6,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Funny-Frisch Lentil Crisps Paprika Style, 90 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",7,0.0010471204188481676,0.06363636363636363,0.013944223107569721,0.8474284679463963
2026-03-13,2023-04-01,d9eb97d68f2e1b7025d8fa63cd5d677d,ef35c231b1d37f3469fcb56dbf080379,"Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g","Veganz Lemon Cookie, Organic, 150 g",Chocolate,Cookies,7,0.0010471204188481676,0.04093567251461988,0.12727272727272726,4.975544922913343
2026-03-13,2023-04-01,d9eb97d68f2e1b7025d8fa63cd5d677d,f1010d6ec41f6867640237ec98b87de5,"Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Chocolate,Chocolate,9,0.0013462976813762154,0.05263157894736842,0.08411214953271028,3.288243974422036
2026-03-13,2023-04-01,dd216534bd149e9779fd414589ac51eb,f1fb9bf890e7a8f8dd88a276a1ef6f76,Crunchips Western Style Potato Chips 150 g,"Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",25,0.0037397157816005983,0.21929824561403508,0.049800796812749,2.920336199063396
2026-03-13,2023-04-01,eec50ed4b6588fe68d92b48381c933db,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Pom-Bär Original, 75 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",17,0.0025430067314884067,0.22666666666666666,0.03386454183266932,3.0184594953519257
2026-03-13,2023-04-01,eec50ed4b6588fe68d92b48381c933db,f5bc16319f5cd56166c6ed4f5eb1b433,"Pom-Bär Original, 75 g","Fuego salsa dip, hot, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",5,7.479431563201197E-4,0.06666666666666667,0.0684931506849315,6.105022831050228
2026-03-13,2023-04-01,ef35c231b1d37f3469fcb56dbf080379,f1010d6ec41f6867640237ec98b87de5,"Veganz Lemon Cookie, Organic, 150 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Cookies,Chocolate,10,0.0014958863126402393,0.18181818181818182,0.09345794392523364,11.359388275276126
2026-03-13,2023-04-01,f1fb9bf890e7a8f8dd88a276a1ef6f76,f2906c6136fdd1fd6fae8b91b649ed8f,"Fuego salsa dip, mild, 200 ml","Funny-Frisch Riffels Natural, 150 g","Cheese Crackers, Breadsticks & Dipping",Crisp & Snacks,7,0.0010471204188481676,0.013944223107569721,0.07142857142857142,0.9511952191235059
2026-03-13,2023-04-01,f1fb9bf890e7a8f8dd88a276a1ef6f76,f5bc16319f5cd56166c6ed4f5eb1b433,"Fuego salsa dip, mild, 200 ml","Fuego salsa dip, hot, 200 ml","Cheese Crackers, Breadsticks & Dipping","Cheese Crackers, Breadsticks & Dipping",10,0.0014958863126402393,0.0199203187250996,0.136986301369863,1.8242100092779565
2026-03-13,2023-05-01,0484ae368e38d5fc90f25fa2e575e9b5,1adb2a18673efe5159c525c4bfb4ab9f,"Fuego guacamole dip, 200 ml","Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Cheese Crackers, Breadsticks & Dipping",Crisp & Snacks,72,0.009968157275370345,0.6486486486486487,0.025797205302758867,1.678677602719165
